"UID","SITE_ID","UNIQUE_ID","DSGN_CYCLE","WGT_TP","LAT_DD83","LON_DD83","LAT_ANALYS","LON_ANALYS","XCOORD","YCOORD","AG_ECO3","AG_ECO9","COAST_REG","EPA_REG","FED_NONFED","HYD_CLS","MAJ_BAS_NM","MISS_BASIN","NEP_NAT","NWCA_ECO4","NWCA_ECO5","OWN_NARS","PNWCA_ECO4","PNWCA_ECO5","PNWCA_WETCLS_GRP","PNWCA_RPT_UNIT","PSTL_CODE","RPTGRP_10","RPTGRP_12","RPT_UNIT","RPT_UNIT_5","RPT_UNIT_6","RPT_UNIT20","WETCLS_EVL","WETCLS_GRP","WETCLS_HGM","WETCLS_HGM2","WETCLS_ALT","NWCA_ECO4_HYD","NWCA_ECO5_HYD","VISIT_NO","MICX_DETECT","MICX_EPA_COND","NTL_COND","PTL_COND","STRESS_HEAVYMETAL","STRESS_NONNATIVE","STRESS_PALT_SUM","STRESS_SOHARD","STRESS_SOMODF","STRESS_VEGREP","STRESS_VEGRMV","STRESS_WADSUB","STRESS_WOBSTR","VEGCOND_2016","SW_SAMPLEABLE","CHEM_NOT_COLLECTED","MICX_NOT_COLLECTED","WCHL_NOT_COLLECTED"
206470,"NWCA16-4697","NWC_UT-10098",2016,"31215.0837259696","40.9778372603988","-111.981876865756","40.9778","-111.9819","-1327729.25189188","501629.980243559","WMTNS","XER","Not Coast","Region_08","Non-Federal","INLAND","Great Basin Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","XER","State","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","UT","W-PRLH","XER-PRLH","ARW","WST","ARW","ARW-H","PUBPAB","PRLH","LACUSTRINE","LACUSTRINE","HGM_NOT_ALTERED","W-INLAND","XER-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Low","Moderate","Moderate","Low","Low","Low","Low","Low","Poor",NA,"Y","Y","Y"
206480,"NWCA16-3094","NWC_MO-10105",2016,"29179.7444087698","37.1710315081929","-90.120081071414","37.17108","-90.12","516861.310049486","-20870.6816656701","EHIGH","SAP","Not Coast","Region_07","Non-Federal","INLAND","Upper Mississippi Region","MISSISSIPPI_BASIN","Not_NEP","EMU","EMU","State","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","MO","EMU-PRLW","EMU-PRLW","SAP","EMU","EMU","SAP-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Detected","At or Below Benchmark","Poor","Fair","Low","Moderate","Moderate","Low","Low","Moderate","Low","Low","Low","Fair","Y",NA,NA,NA
206520,"NWCA16-4142","NWC_PA-10001",2016,"35841.8641785108","41.4462271006002","-80.4536886305683","41.44638","-80.45431","1283331.66818969","547364.407943132","EHIGH","NAP","Not Coast","Region_03","Non-Federal","INLAND","Ohio-Tennessee Region","MISSISSIPPI_BASIN","Not_NEP","EMU","EMU","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","PA","EMU-PRLW","EMU-PRLW","NCE","EMU","EMU","NCE-W","PFO","PRLW","RIVERINE","RIVERINE_ALT","HGM_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Moderate","Moderate","Low","Low","Moderate","Moderate","Low","Low","Poor",NA,"Y","Y","Y"
206521,"NWCA16-4143","NWC_PA-10005",2016,"379477.08803178","41.4588066793482","-80.4533157307694","41.459","-80.45316","1283132.86201611","548758.656204965","EHIGH","NAP","Not Coast","Region_03","Non-Federal","INLAND","Ohio-Tennessee Region","MISSISSIPPI_BASIN","Not_NEP","EMU","EMU","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","PA","EMU-PRLW","EMU-PRLW","NCE","EMU","EMU","NCE-W","PFO","PRLW","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Low","Moderate","Moderate","Low","Low","Low","Low","Low","Fair",NA,"Y","Y","Y"
206522,"NWCA16-4446","NWC_TX-10094",2016,"112750.333384043","28.6712875855385","-95.976296785287","28.6713","-95.97622","2321.30095542033","-984631.326220796","PLNLOW","CPL","Gulf Coast Region","Region_06","Non-Federal","TIDAL","Rio Grande-Texas-Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","TX","ALL-EH","ALL-EH","GFC","TDL","TDL","GFC-H","E2EM","EH","TIDAL","TIDAL_ALT","HGM_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Detected","At or Below Benchmark","Good","Good","Low","Moderate","High","High","Moderate","Low","Moderate","High","High","Poor","Y",NA,NA,NA
206523,"NWCA16-4892","NWC_WA-10116",2016,"2940.80397155857","47.5820380855476","-122.060688167556","47.582034","-122.060701","-1948942.96839667","1394163.91757174","WMTNS","WMT","Pacific Coast Region","Region_10","Non-Federal","INLAND","Pacific Northwest Region","NOT_MISSISSIPPI_BASIN","NEP","W","WMT","Non-Federal","W","WMT","PRLW","WVM","WA","W-PRLW","WMT-PRLW","WVM","WST","WVM","WVM-W","PFO","PRLW","DEPRESSION","DEPRESSION","HGM_NOT_ALTERED","W-INLAND","WMT-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Moderate","Moderate","Moderate","Moderate","Moderate","Low","Moderate","Moderate","Low","Poor",NA,"Y","Y","Y"
206525,"NWCA16-5088","NWC_WV-10054",2016,"5022.46678952105","37.7326300391168","-81.2820128298601","37.73288","-81.28161","1279700.79656778","125365.176466336","EHIGH","SAP","Not Coast","Region_03","Non-Federal","INLAND","Ohio-Tennessee Region","MISSISSIPPI_BASIN","Not_NEP","EMU","EMU","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","WV","EMU-PRLW","EMU-PRLW","SAP","EMU","EMU","SAP-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","Low","Moderate","High","Moderate","Moderate","Moderate","Moderate","High","Moderate","Fair","Y",NA,NA,NA
206526,"NWCA16-6011","NWC_KY-10045",2016,"7562.95433545384","37.1357712033547","-87.5622966770894","37.13585","-87.56231","741546.774297371","-7875.15057519451","PLNLOW","TPL","Not Coast","Region_04","Non-Federal","INLAND","Ohio-Tennessee Region","MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","KY","IPL-PRLH","IPL-PRLH","TPL","PLN","PLN","TPL-H","PEM","PRLH","RIVERINE","RIVERINE_ALT","HGM_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","High","Very High","Moderate","Moderate","Low","Low","Low","Moderate","Low","Poor","Y",NA,NA,NA
206530,"NWCA16-3500","NWC_NH-10030",2016,"24378.6322978566","43.2101339404228","-71.0337267613989","43.210317","-71.033965","1995210.42602234","902986.219568876","EHIGH","NAP","North East Coast Region","Region_01","Non-Federal","INLAND","New England Region","NOT_MISSISSIPPI_BASIN","NEP","EMU","EMU","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NH","EMU-PRLH","EMU-PRLH","NCE","EMU","EMU","NCE-H","PEM","PRLH","RIVERINE","RIVERINE","HGM_NOT_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","Low","Moderate","Low","Low","Low","Low","Low","Low","Low","Good","Y",NA,NA,NA
206531,"NWCA16-1822","NWC_FL-10337",2016,"173681.311015052","28.2566570114465","-81.5184177776528","28.2569","-81.51747","1419685.17280853","-922094.642972029","PLNLOW","CPL","Not Coast","Region_04","Non-Federal","INLAND","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","Regional","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","FL","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PFO","PRLW","FLATS","FLATS","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Detected","At or Below Benchmark","Good","Fair","Low","Low","Low","Low","Low","Low","Low","Low","Low","Good","Y",NA,NA,NA
206532,"NWCA16-1225","NWC_CA-10059",2016,"51244.6429613156","36.1183707519606","-121.466187167029","36.11835","-121.46525","-2244489.96981467","147749.610436955","WMTNS","XER","Pacific Coast Region","Region_09","Federal","INLAND","California Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","XER","USFS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","CA","W-PRLW","XER-PRLW","ARW","WST","ARW","ARW-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","W-INLAND","XER-INLAND","1","Detected","At or Below Benchmark","Good","Good","Low","High","High","High","Moderate","Low","Moderate","Moderate","Moderate","Poor","Y",NA,NA,NA
206533,"NWCA16-2165","NWC_ID-10029",2016,"43479.4193977251","44.7389262690713","-115.457971371751","44.73896","-115.45799","-1527408.16172114","966790.260740146","WMTNS","WMT","Not Coast","Region_10","Federal","INLAND","Pacific Northwest Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","WMT","USFS","W","WMT","PRLW","WVM","ID","W-PRLW","WMT-PRLW","WVM","WST","WVM","WVM-W","PFO","PRLW","SLOPE","SLOPE","HGM_NOT_ALTERED","W-INLAND","WMT-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Moderate","Moderate","Moderate","Low","Low","Low","Moderate","Low","Low","Good","N","Y","Y","Y"
206534,"NWCA16-2168","NWC_ID-10071",2016,"34389.4593670583","44.7462882616683","-115.443259505457","44.74666","-115.44378","-1526102.93640172","967356.510305004","WMTNS","WMT","Not Coast","Region_10","Federal","INLAND","Pacific Northwest Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","WMT","USFS","W","WMT","PRLH","WVM","ID","W-PRLH","WMT-PRLH","WVM","WST","WVM","WVM-H","PEM","PRLH","SLOPE","SLOPE","HGM_NOT_ALTERED","W-INLAND","WMT-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","Low","Moderate","Low","Low","Low","Low","Low","Low","Low","Fair","Y",NA,NA,NA
206535,"NWCA16-2843","NWC_ME-10007",2016,"666960.247328659","45.4840974560503","-69.2021933665674","45.48407","-69.20213","2067309.8299857","1186192.98238709","EHIGH","NAP","Not Coast","Region_01","Non-Federal","INLAND","New England Region","NOT_MISSISSIPPI_BASIN","Not_NEP","EMU","EMU","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","ME","EMU-PRLW","EMU-PRLW","NCE","EMU","EMU","NCE-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","Low","Moderate","High","Low","Low","Low","Moderate","Moderate","Moderate","Poor","Y",NA,NA,NA
206630,"NWCA16-1846","NWC_FL-10361",2016,"57844.1150235313","29.8784036210493","-81.7526053229965","29.87815","-81.75317","1370080.1273157","-748009.295773516","PLNLOW","CPL","South East Coast Region","Region_04","Non-Federal","INLAND","South Atlantic Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","FL","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PFO","PRLW","DEPRESSION","DEPRESSION_ALT","HGM_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Moderate","High","Moderate","High","Moderate","Moderate","Moderate","Low","Good",NA,"Y","Y","Y"
206631,"NWCA16-2406","NWC_IN-10046",2016,"13145.8433445607","38.4490407944365","-87.6454034507331","38.449048","-87.645403","721339.051938868","138097.119656278","PLNLOW","TPL","Not Coast","Region_05","Non-Federal","INLAND","Ohio-Tennessee Region","MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","IN","IPL-PRLH","IPL-PRLH","TPL","PLN","PLN","TPL-H","PEM","PRLH","RIVERINE","RIVERINE","HGM_NOT_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Moderate","Moderate","Low","Low","Moderate","Low","Low","Low","Poor",NA,"Y","Y","Y"
206632,"NWCA16-2574","NWC_LA-10169",2016,"3621.22781608539","29.3520890287316","-90.9309687967427","29.35194","-90.93097","492166.024201477","-896128.786002838","PLNLOW","CPL","Gulf Coast Region","Region_06","Non-Federal","TIDAL","Lower Mississippi Region","MISSISSIPPI_BASIN","NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","LA","ALL-EH","ALL-EH","GFC","TDL","TDL","GFC-H","E2EM","EH","TIDAL","TIDAL","HGM_NOT_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Not Detected","At or Below Benchmark","Fair","Good","Low","Very High","Low","Low","Low","Low","Low","Low","Low","Poor","Y",NA,NA,NA
206633,"NWCA16-3061","NWC_MO-10072",2016,"31901.0697109505","37.817953471093","-91.1741308009674","37.81792","-91.17418","420615.727008316","46316.4742910825","EHIGH","SAP","Not Coast","Region_07","Non-Federal","INLAND","Upper Mississippi Region","MISSISSIPPI_BASIN","Not_NEP","EMU","EMU","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","MO","EMU-PRLW","EMU-PRLW","SAP","EMU","EMU","SAP-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","Low","High","Low","Low","Low","Low","Low","Low","Low","Fair","Y",NA,NA,NA
206634,"NWCA16-3682","NWC_NV-10029",2016,"1626.42892279589","39.4938042173351","-119.747009540341","39.49388","-119.74698","-2002713.9804035","474998.139913096","WMTNS","XER","Not Coast","Region_09","Non-Federal","INLAND","Great Basin Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","XER","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NV","W-PRLH","XER-PRLH","ARW","WST","ARW","ARW-H","PEM","PRLH","RIVERINE","RIVERINE","HGM_NOT_ALTERED","W-INLAND","XER-INLAND","1","Not Detected","At or Below Benchmark","Fair","Poor","Low","High","High","Moderate","Moderate","Low","Low","Moderate","Moderate","Poor","Y",NA,NA,NA
206635,"NWCA16-3694","NWC_NV-10041",2016,"31965.3734617186","40.9006784952731","-119.957461282419","40.89985","-119.95792","-1980772.06944995","632085.596147008","WMTNS","XER","Not Coast","Region_09","Federal","INLAND","California Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","XER","BLM","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NV","W-PRLH","XER-PRLH","ARW","WST","ARW","ARW-H","PEM","PRLH","LACUSTRINE","LACUSTRINE","HGM_NOT_ALTERED","W-INLAND","XER-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Low","High","Moderate","Low","Moderate","Low","Moderate","Low","Poor",NA,"Y","Y","Y"
206636,"NWCA16-3710","NWC_NV-10057",2016,"49863.9046744473","40.5758797169521","-119.777616268635","40.57588","-119.77762","-1975222.31454682","593107.261408464","WMTNS","XER","Not Coast","Region_09","Federal","INLAND","Great Basin Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","XER","BLM","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NV","W-PRLW","XER-PRLW","ARW","WST","ARW","ARW-W","PSS","PRLW","FLATS","FLATS","HGM_NOT_ALTERED","W-INLAND","XER-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Low","Moderate","Moderate","Low","Low","Low","Moderate","Low","Good",NA,"Y","Y","Y"
206637,"NWCA16-4654","NWC_UT-10055",2016,"31215.0837259696","40.9643231052429","-111.993869840477","40.9643","-111.9939","-1328969.6522512","500305.711740052","WMTNS","XER","Not Coast","Region_08","Non-Federal","INLAND","Great Basin Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","XER","State","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","UT","W-PRLH","XER-PRLH","ARW","WST","ARW","ARW-H","PUBPAB","PRLH","LACUSTRINE","LACUSTRINE","HGM_NOT_ALTERED","W-INLAND","XER-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Low","Low","Low","Low","Low","Low","Low","Low","Good",NA,"Y","Y","Y"
206638,"NWCA16-4773","NWC_VA-10063",2016,"71415.0163034771","36.8271541643188","-76.0017818100859","36.827154","-76.001782","1754116.31713482","109850.454159025","PLNLOW","CPL","North East Coast Region","Region_03","Non-Federal","INLAND","Mid Atlantic Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","VA","CPL-PRLH","CPL-PRLH","ICP","ICP","ICP","ICP-H","PEM","PRLH","DEPRESSION","DEPRESSION_ALT","HGM_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","High","High","Moderate","Low","High","Moderate","Low","Moderate","Poor","N","Y","Y","Y"
206650,"NWCA16-2414","NWC_IN-10054",2016,"13145.8433445607","38.4477227536568","-87.6399290800206","38.447722","-87.639929","721823.471191618","137991.522189293","PLNLOW","TPL","Not Coast","Region_05","Non-Federal","INLAND","Ohio-Tennessee Region","MISSISSIPPI_BASIN","Not_NEP","IPL","IPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","IN","IPL-PRLW","IPL-PRLW","TPL","PLN","PLN","TPL-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","IPL-INLAND","IPL-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","High","Low","Low","Low","Low","Low","Low","Low","Good",NA,"Y","Y","Y"
206651,"NWCA16-2842","NWC_ME-10013",2016,"120062.005269301","45.6644773509711","-67.8692685446883","45.66474","-67.86861","2161344.43175394","1235061.88888962","EHIGH","NAP","Not Coast","Region_01","Non-Federal","INLAND","New England Region","NOT_MISSISSIPPI_BASIN","Not_NEP","EMU","EMU","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","ME","EMU-PRLH","EMU-PRLH","NCE","EMU","EMU","NCE-H","PEM","PRLH","RIVERINE","RIVERINE","HGM_NOT_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Low","Moderate","Low","Moderate","Low","Low","Low","Low","Fair",NA,"Y","Y","Y"
206652,"NWCA16-3527","NWC_NJ-10001",2016,"71240.0418208636","39.3863372986732","-74.4765867698829","39.386784","-74.476269","1821278.56954064","418554.309774203","PLNLOW","CPL","North East Coast Region","Region_02","Non-Federal","TIDAL","Mid Atlantic Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NJ","ALL-EH","ALL-EH","ATL","TDL","TDL","ATL-H","E2EM","EH","TIDAL","TIDAL","HGM_NOT_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Not Detected","At or Below Benchmark","Good","Good","Low","Low","Moderate","Moderate","Moderate","Low","Low","Low","Low","Fair","Y",NA,NA,NA
206653,"NWCA16-4510","NWC_TX-10158",2016,"87906.7849248588","29.1566348291504","-95.8161912141666","29.15664","-95.81619","17896.8278424732","-930892.811994483","PLNLOW","CPL","Gulf Coast Region","Region_06","Non-Federal","INLAND","Rio Grande-Texas-Gulf Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","TX","CPL-PRLW","CPL-PRLW","ICP","ICP","ICP","ICP-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Moderate","High","High","Low","Low","Moderate","Moderate","Moderate","Good",NA,"Y","Y","Y"
206654,"NWCA16-4670","NWC_UT-10071",2016,"31215.0837259696","40.9637615179797","-111.997984869814","40.9638","-111.998","-1329318.88063212","500301.268750215","WMTNS","XER","Not Coast","Region_08","Non-Federal","INLAND","Great Basin Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","XER","State","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","UT","W-PRLH","XER-PRLH","ARW","WST","ARW","ARW-H","PUBPAB","PRLH","LACUSTRINE","LACUSTRINE","HGM_NOT_ALTERED","W-INLAND","XER-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","High","Low","Low","Low","Low","Low","Low","Low","Low","Good",NA,"Y","Y","Y"
206711,"NWCA16-2162","NWC_ID-10001",2016,"43479.4193977251","44.3977476555443","-115.620559467725","44.39773","-115.62047","-1547780.28677629","932218.628808626","WMTNS","WMT","Not Coast","Region_10","Federal","INLAND","Pacific Northwest Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","WMT","USFS","W","WMT","PRLW","WVM","ID","W-PRLW","WMT-PRLW","WVM","WST","WVM","WVM-W","PSS","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","W-INLAND","WMT-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","Low","Very High","Moderate","Low","Low","Low","Low","Low","Moderate","Poor","Y",NA,NA,NA
206712,"NWCA16-2580","NWC_LA-10175",2016,"33474.4838600196","29.4018623963828","-90.2089993086115","29.40186","-90.20931","561846.751121523","-886618.573175111","PLNLOW","CPL","Gulf Coast Region","Region_06","Non-Federal","TIDAL","Lower Mississippi Region","MISSISSIPPI_BASIN","NEP","CPL","CPL","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","LA","ALL-EH","ALL-EH","GFC","TDL","TDL","GFC-H","E2EM","EH","TIDAL","TIDAL","HGM_NOT_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Not Detected","At or Below Benchmark","Good","Good","Low","Moderate","Moderate","Low","Low","Low","Low","Moderate","Low","Fair","Y",NA,NA,NA
206713,"NWCA16-3077","NWC_MO-10088",2016,"31901.0697109505","37.7924044144792","-91.8360715885184","37.79325","-91.836","363087.221296032","40726.7554061878","EHIGH","SAP","Not Coast","Region_07","Federal","INLAND","Missouri Region","MISSISSIPPI_BASIN","Not_NEP","EMU","EMU","USFS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","MO","EMU-PRLW","EMU-PRLW","SAP","EMU","EMU","SAP-W","PFO","PRLW","RIVERINE","RIVERINE","HGM_NOT_ALTERED","EMU-INLAND","EMU-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Moderate","Low","Low","Low","Low","Low","Low","Low","Fair",NA,"Y","Y","Y"
206730,"NWCA16-1281","NWC_CA-10182",2016,"93744.3031059073","37.2640742473257","-120.752352527524","37.26379","-120.75234","-2149971.59926141","255145.35705822","WMTNS","XER","Not Coast","Region_09","Federal","INLAND","California Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","XER","FWS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","CA","W-PRLH","XER-PRLH","ARW","WST","ARW","ARW-H","PEM","PRLH","SLOPE","SLOPE_ALT","HGM_ALTERED","W-INLAND","XER-INLAND","1","Detected","At or Below Benchmark","Poor","Poor","Low","Very High","High","Moderate","Moderate","High","Low","High","Moderate","Poor","Y",NA,NA,NA
206731,"NWCA16-3538","NWC_NJ-10061",2016,"37558.0536175469","39.1843504323281","-74.8363229825163","39.18427","-74.835216","1796347.3476511","389637.94397745","PLNLOW","CPL","North East Coast Region","Region_02","Non-Federal","TIDAL","Mid Atlantic Region","NOT_MISSISSIPPI_BASIN","NEP","CPL","CPL","State","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NJ","ALL-EH","ALL-EH","ATL","TDL","TDL","ATL-H","E2EM","EH","TIDAL","TIDAL","HGM_NOT_ALTERED","CPL-TIDAL","CPL-TIDAL","1","Not Detected","At or Below Benchmark","Good","Fair","Low","Low","Low","Low","Low","Low","Low","Low","Low","Fair","Y",NA,NA,NA
206732,"NWCA16-3703","NWC_NV-10050",2016,"262.820573874015","39.3364783636487","-119.875269974093","39.33644","-119.87525","-2017686.16940354","460629.942572272","WMTNS","WMT","Not Coast","Region_09","Non-Federal","INLAND","Great Basin Region","NOT_MISSISSIPPI_BASIN","Not_NEP","W","WMT","Non-Federal","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NV","W-PRLH","WMT-PRLH","WVM","WST","WVM","WVM-H","PEM","PRLH","SLOPE","SLOPE","HGM_NOT_ALTERED","W-INLAND","WMT-INLAND","1","Not Assessed","Not Assessed","Not Assessed","Not Assessed","Low","Moderate","High","Moderate","Moderate","Low","Moderate","High","Moderate","Poor",NA,"Y","Y","Y"
206733,"NWCA16-4181","NWC_RI-10021",2016,"0.925363826436603","41.2235010852416","-71.5742503073009","41.22404","-71.57305","2009453.30462562","676897.847598033","PLNLOW","CPL","North East Coast Region","Region_01","Federal","INLAND","New England Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","FWS","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","RI","CPL-PRLH","CPL-PRLH","ICP","ICP","ICP","ICP-H","PEM","PRLH","LACUSTRINE","LACUSTRINE","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","Low","Very High","Moderate","Low","Low","Low","Low","Moderate","Low","Poor","Y",NA,NA,NA
206734,"NWCA16-4189","NWC_RI-10029",2016,"4.33691790915261","41.2244162166991","-71.5734757910553","41.22471","-71.57224","2009489.56885808","677013.310268748","PLNLOW","CPL","North East Coast Region","Region_01","Non-Federal","INLAND","New England Region","NOT_MISSISSIPPI_BASIN","Not_NEP","CPL","CPL","City","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","NOT_PNWCA","RI","CPL-PRLH","CPL-PRLH","ICP","ICP","ICP","ICP-H","PEM","PRLH","LACUSTRINE","LACUSTRINE","HGM_NOT_ALTERED","CPL-INLAND","CPL-INLAND","1","Not Detected","At or Below Benchmark","Good","Good","Low","Very High","Moderate","Moderate","Low","Low","Low","Moderate","Low","Poor","Y",NA,NA,NA
